,visual acuity,side,year,age,gender,n
1542,"[0.75, 1.05)",right,2016,"[45.0, 50.0)",male,386291
1543,"[0.75, 1.05)",right,2016,"[45.0, 50.0)",female,368289
1544,"[0.75, 1.05)",right,2016,"[50.0, 55.0)",male,440387
1545,"[0.75, 1.05)",right,2016,"[50.0, 55.0)",female,448640
1546,"[0.75, 1.05)",right,2016,"[55.0, 60.0)",male,387799
1547,"[0.75, 1.05)",right,2016,"[55.0, 60.0)",female,379787
1548,"[0.75, 1.05)",right,2016,"[60.0, 65.0)",male,342053
1549,"[0.75, 1.05)",right,2016,"[60.0, 65.0)",female,334230
1550,"[0.75, 1.05)",right,2016,"[65.0, 70.0)",male,176878
1551,"[0.75, 1.05)",right,2016,"[65.0, 70.0)",female,145418
1552,"[0.75, 1.05)",right,2016,"[70.0, 75.0)",male,138759
1553,"[0.75, 1.05)",right,2016,"[70.0, 75.0)",female,119856
1554,"[0.75, 1.05)",right,2016,"[75.0, 80.0)",male,48685
1555,"[0.75, 1.05)",right,2016,"[75.0, 80.0)",female,42839
1556,"[0.75, 1.05)",right,2016,"[80.0, 85.0)",male,23388
1557,"[0.75, 1.05)",right,2016,"[80.0, 85.0)",female,22597
1558,"[0.75, 1.05)",right,2016,"[85.0, inf)",male,3287
1559,"[0.75, 1.05)",right,2016,"[85.0, inf)",female,3848
1560,"[0.75, 1.05)",right,2015,"[0.0, 20.0)",male,5832
1561,"[0.75, 1.05)",right,2015,"[0.0, 20.0)",female,4689
1562,"[0.75, 1.05)",right,2015,"[20.0, 25.0)",male,46628
1563,"[0.75, 1.05)",right,2015,"[20.0, 25.0)",female,73338
1564,"[0.75, 1.05)",right,2015,"[25.0, 30.0)",male,164443
1565,"[0.75, 1.05)",right,2015,"[25.0, 30.0)",female,160449
1566,"[0.75, 1.05)",right,2015,"[30.0, 35.0)",male,271345
1567,"[0.75, 1.05)",right,2015,"[30.0, 35.0)",female,186082
1568,"[0.75, 1.05)",right,2015,"[35.0, 40.0)",male,265696
1569,"[0.75, 1.05)",right,2015,"[35.0, 40.0)",female,155490
1570,"[0.75, 1.05)",right,2015,"[40.0, 45.0)",male,380363
1571,"[0.75, 1.05)",right,2015,"[40.0, 45.0)",female,369203
1572,"[0.75, 1.05)",right,2015,"[45.0, 50.0)",male,371921
1573,"[0.75, 1.05)",right,2015,"[45.0, 50.0)",female,346042
1574,"[0.75, 1.05)",right,2015,"[50.0, 55.0)",male,438119
1575,"[0.75, 1.05)",right,2015,"[50.0, 55.0)",female,442515
1576,"[0.75, 1.05)",right,2015,"[55.0, 60.0)",male,370561
1577,"[0.75, 1.05)",right,2015,"[55.0, 60.0)",female,345810
1578,"[0.75, 1.05)",right,2015,"[60.0, 65.0)",male,300025
1579,"[0.75, 1.05)",right,2015,"[60.0, 65.0)",female,287996
1580,"[0.75, 1.05)",right,2015,"[65.0, 70.0)",male,171551
1581,"[0.75, 1.05)",right,2015,"[65.0, 70.0)",female,138870
1582,"[0.75, 1.05)",right,2015,"[70.0, 75.0)",male,122691
1583,"[0.75, 1.05)",right,2015,"[70.0, 75.0)",female,102619
1584,"[0.75, 1.05)",right,2015,"[75.0, 80.0)",male,45812
1585,"[0.75, 1.05)",right,2015,"[75.0, 80.0)",female,38773
1586,"[0.75, 1.05)",right,2015,"[80.0, 85.0)",male,19529
1587,"[0.75, 1.05)",right,2015,"[80.0, 85.0)",female,18975
1588,"[0.75, 1.05)",right,2015,"[85.0, inf)",male,3090
1589,"[0.75, 1.05)",right,2015,"[85.0, inf)",female,3381
1590,"[0.75, 1.05)",right,2014,"[0.0, 20.0)",male,5822
1591,"[0.75, 1.05)",right,2014,"[0.0, 20.0)",female,5055
1592,"[0.75, 1.05)",right,2014,"[20.0, 25.0)",male,44605
1593,"[0.75, 1.05)",right,2014,"[20.0, 25.0)",female,70454
1594,"[0.75, 1.05)",right,2014,"[25.0, 30.0)",male,162625
1595,"[0.75, 1.05)",right,2014,"[25.0, 30.0)",female,155172
1596,"[0.75, 1.05)",right,2014,"[30.0, 35.0)",male,275941
1597,"[0.75, 1.05)",right,2014,"[30.0, 35.0)",female,165076
1598,"[0.75, 1.05)",right,2014,"[35.0, 40.0)",male,256524
1599,"[0.75, 1.05)",right,2014,"[35.0, 40.0)",female,143866
1600,"[0.75, 1.05)",right,2014,"[40.0, 45.0)",male,273520
1601,"[0.75, 1.05)",right,2014,"[40.0, 45.0)",female,248923
1602,"[0.75, 1.05)",right,2014,"[45.0, 50.0)",male,344479
1603,"[0.75, 1.05)",right,2014,"[45.0, 50.0)",female,315388
1604,"[0.75, 1.05)",right,2014,"[50.0, 55.0)",male,414970
1605,"[0.75, 1.05)",right,2014,"[50.0, 55.0)",female,425811
1606,"[0.75, 1.05)",right,2014,"[55.0, 60.0)",male,337135
1607,"[0.75, 1.05)",right,2014,"[55.0, 60.0)",female,301096
1608,"[0.75, 1.05)",right,2014,"[60.0, 65.0)",male,265253
1609,"[0.75, 1.05)",right,2014,"[60.0, 65.0)",female,257253
1610,"[0.75, 1.05)",right,2014,"[65.0, 70.0)",male,84268
1611,"[0.75, 1.05)",right,2014,"[65.0, 70.0)",female,58365
1612,"[0.75, 1.05)",right,2014,"[70.0, 75.0)",male,115442
1613,"[0.75, 1.05)",right,2014,"[70.0, 75.0)",female,99660
1614,"[0.75, 1.05)",right,2014,"[75.0, 80.0)",male,37768
1615,"[0.75, 1.05)",right,2014,"[75.0, 80.0)",female,33438
1616,"[0.75, 1.05)",right,2014,"[80.0, 85.0)",male,15799
1617,"[0.75, 1.05)",right,2014,"[80.0, 85.0)",female,16051
1618,"[0.75, 1.05)",right,2014,"[85.0, inf)",male,2399
1619,"[0.75, 1.05)",right,2014,"[85.0, inf)",female,2574
1620,"[0.75, 1.05)",right,2013,"[0.0, 20.0)",male,5526
1621,"[0.75, 1.05)",right,2013,"[0.0, 20.0)",female,5934
1622,"[0.75, 1.05)",right,2013,"[20.0, 25.0)",male,43101
1623,"[0.75, 1.05)",right,2013,"[20.0, 25.0)",female,69416
1624,"[0.75, 1.05)",right,2013,"[25.0, 30.0)",male,162540
1625,"[0.75, 1.05)",right,2013,"[25.0, 30.0)",female,156078
1626,"[0.75, 1.05)",right,2013,"[30.0, 35.0)",male,280492
1627,"[0.75, 1.05)",right,2013,"[30.0, 35.0)",female,153157
1628,"[0.75, 1.05)",right,2013,"[35.0, 40.0)",male,242376
1629,"[0.75, 1.05)",right,2013,"[35.0, 40.0)",female,116563
1630,"[0.75, 1.05)",right,2013,"[40.0, 45.0)",male,269965
1631,"[0.75, 1.05)",right,2013,"[40.0, 45.0)",female,243648
1632,"[0.75, 1.05)",right,2013,"[45.0, 50.0)",male,311955
1633,"[0.75, 1.05)",right,2013,"[45.0, 50.0)",female,285593
1634,"[0.75, 1.05)",right,2013,"[50.0, 55.0)",male,374060
1635,"[0.75, 1.05)",right,2013,"[50.0, 55.0)",female,391238
1636,"[0.75, 1.05)",right,2013,"[55.0, 60.0)",male,292508
1637,"[0.75, 1.05)",right,2013,"[55.0, 60.0)",female,278312
1638,"[0.75, 1.05)",right,2013,"[60.0, 65.0)",male,226791
1639,"[0.75, 1.05)",right,2013,"[60.0, 65.0)",female,217577
1640,"[0.75, 1.05)",right,2013,"[65.0, 70.0)",male,72494
1641,"[0.75, 1.05)",right,2013,"[65.0, 70.0)",female,49363
1642,"[0.75, 1.05)",right,2013,"[70.0, 75.0)",male,106027
1643,"[0.75, 1.05)",right,2013,"[70.0, 75.0)",female,89484
1644,"[0.75, 1.05)",right,2013,"[75.0, 80.0)",male,33673
1645,"[0.75, 1.05)",right,2013,"[75.0, 80.0)",female,29493
1646,"[0.75, 1.05)",right,2013,"[80.0, 85.0)",male,12821
1647,"[0.75, 1.05)",right,2013,"[80.0, 85.0)",female,12756
1648,"[0.75, 1.05)",right,2013,"[85.0, inf)",male,2079
1649,"[0.75, 1.05)",right,2013,"[85.0, inf)",female,2122
1650,"[0.75, 1.05)",right,2012,"[0.0, 20.0)",male,4245
1651,"[0.75, 1.05)",right,2012,"[0.0, 20.0)",female,5545
1652,"[0.75, 1.05)",right,2012,"[20.0, 25.0)",male,40091
1653,"[0.75, 1.05)",right,2012,"[20.0, 25.0)",female,64882
1654,"[0.75, 1.05)",right,2012,"[25.0, 30.0)",male,159736
1655,"[0.75, 1.05)",right,2012,"[25.0, 30.0)",female,152798
1656,"[0.75, 1.05)",right,2012,"[30.0, 35.0)",male,265146
1657,"[0.75, 1.05)",right,2012,"[30.0, 35.0)",female,157373
1658,"[0.75, 1.05)",right,2012,"[35.0, 40.0)",male,247196
1659,"[0.75, 1.05)",right,2012,"[35.0, 40.0)",female,133101
1660,"[0.75, 1.05)",right,2012,"[40.0, 45.0)",male,262497
1661,"[0.75, 1.05)",right,2012,"[40.0, 45.0)",female,240690
1662,"[0.75, 1.05)",right,2012,"[45.0, 50.0)",male,313704
1663,"[0.75, 1.05)",right,2012,"[45.0, 50.0)",female,279005
1664,"[0.75, 1.05)",right,2012,"[50.0, 55.0)",male,404624
1665,"[0.75, 1.05)",right,2012,"[50.0, 55.0)",female,409238
1666,"[0.75, 1.05)",right,2012,"[55.0, 60.0)",male,289929
1667,"[0.75, 1.05)",right,2012,"[55.0, 60.0)",female,251504
1668,"[0.75, 1.05)",right,2012,"[60.0, 65.0)",male,234812
1669,"[0.75, 1.05)",right,2012,"[60.0, 65.0)",female,223934
1670,"[0.75, 1.05)",right,2012,"[65.0, 70.0)",male,69911
1671,"[0.75, 1.05)",right,2012,"[65.0, 70.0)",female,49224
1672,"[0.75, 1.05)",right,2012,"[70.0, 75.0)",male,104174
1673,"[0.75, 1.05)",right,2012,"[70.0, 75.0)",female,87304
1674,"[0.75, 1.05)",right,2012,"[75.0, 80.0)",male,29228
1675,"[0.75, 1.05)",right,2012,"[75.0, 80.0)",female,25819
1676,"[0.75, 1.05)",right,2012,"[80.0, 85.0)",male,11055
1677,"[0.75, 1.05)",right,2012,"[80.0, 85.0)",female,11475
1678,"[0.75, 1.05)",right,2012,"[85.0, inf)",male,1612
1679,"[0.75, 1.05)",right,2012,"[85.0, inf)",female,1601
1680,"[1.05, 1.55)",left,2011,"[0.0, 20.0)",male,3568
1681,"[1.05, 1.55)",left,2011,"[0.0, 20.0)",female,4785
1682,"[1.05, 1.55)",left,2011,"[20.0, 25.0)",male,58936
1683,"[1.05, 1.55)",left,2011,"[20.0, 25.0)",female,61701
1684,"[1.05, 1.55)",left,2011,"[25.0, 30.0)",male,265832
1685,"[1.05, 1.55)",left,2011,"[25.0, 30.0)",female,157654
1686,"[1.05, 1.55)",left,2011,"[30.0, 35.0)",male,417915
1687,"[1.05, 1.55)",left,2011,"[30.0, 35.0)",female,138754
1688,"[1.05, 1.55)",left,2011,"[35.0, 40.0)",male,420485
1689,"[1.05, 1.55)",left,2011,"[35.0, 40.0)",female,124758
1690,"[1.05, 1.55)",left,2011,"[40.0, 45.0)",male,334452
1691,"[1.05, 1.55)",left,2011,"[40.0, 45.0)",female,207322
1692,"[1.05, 1.55)",left,2011,"[45.0, 50.0)",male,297013
1693,"[1.05, 1.55)",left,2011,"[45.0, 50.0)",female,176099
1694,"[1.05, 1.55)",left,2011,"[50.0, 55.0)",male,271592
1695,"[1.05, 1.55)",left,2011,"[50.0, 55.0)",female,184681
1696,"[1.05, 1.55)",left,2011,"[55.0, 60.0)",male,139101
1697,"[1.05, 1.55)",left,2011,"[55.0, 60.0)",female,78112
1698,"[1.05, 1.55)",left,2011,"[60.0, 65.0)",male,77582
1699,"[1.05, 1.55)",left,2011,"[60.0, 65.0)",female,39996
1700,"[1.05, 1.55)",left,2011,"[65.0, 70.0)",male,17399
1701,"[1.05, 1.55)",left,2011,"[65.0, 70.0)",female,5653
1702,"[1.05, 1.55)",left,2011,"[70.0, 75.0)",male,15748
1703,"[1.05, 1.55)",left,2011,"[70.0, 75.0)",female,6845
1704,"[1.05, 1.55)",left,2011,"[75.0, 80.0)",male,3242
1705,"[1.05, 1.55)",left,2011,"[75.0, 80.0)",female,1676
1706,"[1.05, 1.55)",left,2011,"[80.0, 85.0)",male,903
1707,"[1.05, 1.55)",left,2011,"[80.0, 85.0)",female,643
1708,"[1.05, 1.55)",left,2011,"[85.0, inf)",male,99
1709,"[1.05, 1.55)",left,2011,"[85.0, inf)",female,58
1710,"[1.05, 1.55)",left,2017,"[0.0, 20.0)",male,6173
1711,"[1.05, 1.55)",left,2017,"[0.0, 20.0)",female,3079
1712,"[1.05, 1.55)",left,2017,"[20.0, 25.0)",male,71220
1713,"[1.05, 1.55)",left,2017,"[20.0, 25.0)",female,69642
1714,"[1.05, 1.55)",left,2017,"[25.0, 30.0)",male,264687
1715,"[1.05, 1.55)",left,2017,"[25.0, 30.0)",female,176885
1716,"[1.05, 1.55)",left,2017,"[30.0, 35.0)",male,377631
1717,"[1.05, 1.55)",left,2017,"[30.0, 35.0)",female,177495
1718,"[1.05, 1.55)",left,2017,"[35.0, 40.0)",male,468291
1719,"[1.05, 1.55)",left,2017,"[35.0, 40.0)",female,172777
1720,"[1.05, 1.55)",left,2017,"[40.0, 45.0)",male,525224
1721,"[1.05, 1.55)",left,2017,"[40.0, 45.0)",female,350345
1722,"[1.05, 1.55)",left,2017,"[45.0, 50.0)",male,398324
1723,"[1.05, 1.55)",left,2017,"[45.0, 50.0)",female,242791
1724,"[1.05, 1.55)",left,2017,"[50.0, 55.0)",male,339688
1725,"[1.05, 1.55)",left,2017,"[50.0, 55.0)",female,231046
1726,"[1.05, 1.55)",left,2017,"[55.0, 60.0)",male,239964
1727,"[1.05, 1.55)",left,2017,"[55.0, 60.0)",female,148349
1728,"[1.05, 1.55)",left,2017,"[60.0, 65.0)",male,152424
1729,"[1.05, 1.55)",left,2017,"[60.0, 65.0)",female,90749
1730,"[1.05, 1.55)",left,2017,"[65.0, 70.0)",male,50261
1731,"[1.05, 1.55)",left,2017,"[65.0, 70.0)",female,23544
1732,"[1.05, 1.55)",left,2017,"[70.0, 75.0)",male,28720
1733,"[1.05, 1.55)",left,2017,"[70.0, 75.0)",female,15005
1734,"[1.05, 1.55)",left,2017,"[75.0, 80.0)",male,8155
1735,"[1.05, 1.55)",left,2017,"[75.0, 80.0)",female,4338
1736,"[1.05, 1.55)",left,2017,"[80.0, 85.0)",male,3032
1737,"[1.05, 1.55)",left,2017,"[80.0, 85.0)",female,1933
1738,"[1.05, 1.55)",left,2017,"[85.0, inf)",male,372
1739,"[1.05, 1.55)",left,2017,"[85.0, inf)",female,269
1740,"[1.05, 1.55)",left,2016,"[0.0, 20.0)",male,6280
1741,"[1.05, 1.55)",left,2016,"[0.0, 20.0)",female,3564
1742,"[1.05, 1.55)",left,2016,"[20.0, 25.0)",male,72397
1743,"[1.05, 1.55)",left,2016,"[20.0, 25.0)",female,72787
1744,"[1.05, 1.55)",left,2016,"[25.0, 30.0)",male,260083
1745,"[1.05, 1.55)",left,2016,"[25.0, 30.0)",female,184894
1746,"[1.05, 1.55)",left,2016,"[30.0, 35.0)",male,399106
1747,"[1.05, 1.55)",left,2016,"[30.0, 35.0)",female,177864
1748,"[1.05, 1.55)",left,2016,"[35.0, 40.0)",male,466208
1749,"[1.05, 1.55)",left,2016,"[35.0, 40.0)",female,163857
1750,"[1.05, 1.55)",left,2016,"[40.0, 45.0)",male,536462
1751,"[1.05, 1.55)",left,2016,"[40.0, 45.0)",female,351378
1752,"[1.05, 1.55)",left,2016,"[45.0, 50.0)",male,392055
1753,"[1.05, 1.55)",left,2016,"[45.0, 50.0)",female,242563
1754,"[1.05, 1.55)",left,2016,"[50.0, 55.0)",male,340418
1755,"[1.05, 1.55)",left,2016,"[50.0, 55.0)",female,223732
1756,"[1.05, 1.55)",left,2016,"[55.0, 60.0)",male,229754
1757,"[1.05, 1.55)",left,2016,"[55.0, 60.0)",female,140183
1758,"[1.05, 1.55)",left,2016,"[60.0, 65.0)",male,139244
1759,"[1.05, 1.55)",left,2016,"[60.0, 65.0)",female,80148
1760,"[1.05, 1.55)",left,2016,"[65.0, 70.0)",male,47818
1761,"[1.05, 1.55)",left,2016,"[65.0, 70.0)",female,22473
1762,"[1.05, 1.55)",left,2016,"[70.0, 75.0)",male,27008
1763,"[1.05, 1.55)",left,2016,"[70.0, 75.0)",female,13696
1764,"[1.05, 1.55)",left,2016,"[75.0, 80.0)",male,6618
1765,"[1.05, 1.55)",left,2016,"[75.0, 80.0)",female,3803
1766,"[1.05, 1.55)",left,2016,"[80.0, 85.0)",male,2703
1767,"[1.05, 1.55)",left,2016,"[80.0, 85.0)",female,1663
1768,"[1.05, 1.55)",left,2016,"[85.0, inf)",male,345
1769,"[1.05, 1.55)",left,2016,"[85.0, inf)",female,219
1770,"[1.05, 1.55)",left,2015,"[0.0, 20.0)",male,6275
1771,"[1.05, 1.55)",left,2015,"[0.0, 20.0)",female,3681
1772,"[1.05, 1.55)",left,2015,"[20.0, 25.0)",male,72004
1773,"[1.05, 1.55)",left,2015,"[20.0, 25.0)",female,68042
1774,"[1.05, 1.55)",left,2015,"[25.0, 30.0)",male,255555
1775,"[1.05, 1.55)",left,2015,"[25.0, 30.0)",female,161804
1776,"[1.05, 1.55)",left,2015,"[30.0, 35.0)",male,419442
1777,"[1.05, 1.55)",left,2015,"[30.0, 35.0)",female,191077
1778,"[1.05, 1.55)",left,2015,"[35.0, 40.0)",male,440334
1779,"[1.05, 1.55)",left,2015,"[35.0, 40.0)",female,169184
1780,"[1.05, 1.55)",left,2015,"[40.0, 45.0)",male,536880
1781,"[1.05, 1.55)",left,2015,"[40.0, 45.0)",female,350218
1782,"[1.05, 1.55)",left,2015,"[45.0, 50.0)",male,377206
1783,"[1.05, 1.55)",left,2015,"[45.0, 50.0)",female,229228
1784,"[1.05, 1.55)",left,2015,"[50.0, 55.0)",male,335702
1785,"[1.05, 1.55)",left,2015,"[50.0, 55.0)",female,219408
1786,"[1.05, 1.55)",left,2015,"[55.0, 60.0)",male,217603
1787,"[1.05, 1.55)",left,2015,"[55.0, 60.0)",female,125323
1788,"[1.05, 1.55)",left,2015,"[60.0, 65.0)",male,121506
1789,"[1.05, 1.55)",left,2015,"[60.0, 65.0)",female,69094
1790,"[1.05, 1.55)",left,2015,"[65.0, 70.0)",male,45716
1791,"[1.05, 1.55)",left,2015,"[65.0, 70.0)",female,20978
1792,"[1.05, 1.55)",left,2015,"[70.0, 75.0)",male,23162
1793,"[1.05, 1.55)",left,2015,"[70.0, 75.0)",female,11125
1794,"[1.05, 1.55)",left,2015,"[75.0, 80.0)",male,6116
1795,"[1.05, 1.55)",left,2015,"[75.0, 80.0)",female,3277
1796,"[1.05, 1.55)",left,2015,"[80.0, 85.0)",male,2151
1797,"[1.05, 1.55)",left,2015,"[80.0, 85.0)",female,1341
1798,"[1.05, 1.55)",left,2015,"[85.0, inf)",male,256
1799,"[1.05, 1.55)",left,2015,"[85.0, inf)",female,169
1800,"[1.05, 1.55)",left,2014,"[0.0, 20.0)",male,6137
1801,"[1.05, 1.55)",left,2014,"[0.0, 20.0)",female,4044
1802,"[1.05, 1.55)",left,2014,"[20.0, 25.0)",male,70852
1803,"[1.05, 1.55)",left,2014,"[20.0, 25.0)",female,66007
1804,"[1.05, 1.55)",left,2014,"[25.0, 30.0)",male,251023
1805,"[1.05, 1.55)",left,2014,"[25.0, 30.0)",female,157300
1806,"[1.05, 1.55)",left,2014,"[30.0, 35.0)",male,425797
1807,"[1.05, 1.55)",left,2014,"[30.0, 35.0)",female,171985
1808,"[1.05, 1.55)",left,2014,"[35.0, 40.0)",male,427414
1809,"[1.05, 1.55)",left,2014,"[35.0, 40.0)",female,158875
1810,"[1.05, 1.55)",left,2014,"[40.0, 45.0)",male,373049
1811,"[1.05, 1.55)",left,2014,"[40.0, 45.0)",female,222415
1812,"[1.05, 1.55)",left,2014,"[45.0, 50.0)",male,342694
1813,"[1.05, 1.55)",left,2014,"[45.0, 50.0)",female,206252
1814,"[1.05, 1.55)",left,2014,"[50.0, 55.0)",male,310702
1815,"[1.05, 1.55)",left,2014,"[50.0, 55.0)",female,207035
1816,"[1.05, 1.55)",left,2014,"[55.0, 60.0)",male,193484
1817,"[1.05, 1.55)",left,2014,"[55.0, 60.0)",female,106829
1818,"[1.05, 1.55)",left,2014,"[60.0, 65.0)",male,104033
1819,"[1.05, 1.55)",left,2014,"[60.0, 65.0)",female,59171
1820,"[1.05, 1.55)",left,2014,"[65.0, 70.0)",male,22136
1821,"[1.05, 1.55)",left,2014,"[65.0, 70.0)",female,8191
1822,"[1.05, 1.55)",left,2014,"[70.0, 75.0)",male,20966
1823,"[1.05, 1.55)",left,2014,"[70.0, 75.0)",female,10245
1824,"[1.05, 1.55)",left,2014,"[75.0, 80.0)",male,4971
1825,"[1.05, 1.55)",left,2014,"[75.0, 80.0)",female,2696
1826,"[1.05, 1.55)",left,2014,"[80.0, 85.0)",male,1713
1827,"[1.05, 1.55)",left,2014,"[80.0, 85.0)",female,1129
1828,"[1.05, 1.55)",left,2014,"[85.0, inf)",male,192
1829,"[1.05, 1.55)",left,2014,"[85.0, inf)",female,145
1830,"[1.05, 1.55)",left,2013,"[0.0, 20.0)",male,5969
1831,"[1.05, 1.55)",left,2013,"[0.0, 20.0)",female,4613
1832,"[1.05, 1.55)",left,2013,"[20.0, 25.0)",male,68427
1833,"[1.05, 1.55)",left,2013,"[20.0, 25.0)",female,62576
1834,"[1.05, 1.55)",left,2013,"[25.0, 30.0)",male,246402
1835,"[1.05, 1.55)",left,2013,"[25.0, 30.0)",female,150009
1836,"[1.05, 1.55)",left,2013,"[30.0, 35.0)",male,427872
1837,"[1.05, 1.55)",left,2013,"[30.0, 35.0)",female,150654
1838,"[1.05, 1.55)",left,2013,"[35.0, 40.0)",male,400411
1839,"[1.05, 1.55)",left,2013,"[35.0, 40.0)",female,122337
1840,"[1.05, 1.55)",left,2013,"[40.0, 45.0)",male,362404
1841,"[1.05, 1.55)",left,2013,"[40.0, 45.0)",female,214732
1842,"[1.05, 1.55)",left,2013,"[45.0, 50.0)",male,306380
1843,"[1.05, 1.55)",left,2013,"[45.0, 50.0)",female,184295
1844,"[1.05, 1.55)",left,2013,"[50.0, 55.0)",male,276088
1845,"[1.05, 1.55)",left,2013,"[50.0, 55.0)",female,186261
1846,"[1.05, 1.55)",left,2013,"[55.0, 60.0)",male,163738
1847,"[1.05, 1.55)",left,2013,"[55.0, 60.0)",female,95766
1848,"[1.05, 1.55)",left,2013,"[60.0, 65.0)",male,85197
1849,"[1.05, 1.55)",left,2013,"[60.0, 65.0)",female,47573
1850,"[1.05, 1.55)",left,2013,"[65.0, 70.0)",male,19085
1851,"[1.05, 1.55)",left,2013,"[65.0, 70.0)",female,6623
1852,"[1.05, 1.55)",left,2013,"[70.0, 75.0)",male,18861
1853,"[1.05, 1.55)",left,2013,"[70.0, 75.0)",female,8877
1854,"[1.05, 1.55)",left,2013,"[75.0, 80.0)",male,4185
1855,"[1.05, 1.55)",left,2013,"[75.0, 80.0)",female,2265
1856,"[1.05, 1.55)",left,2013,"[80.0, 85.0)",male,1311
1857,"[1.05, 1.55)",left,2013,"[80.0, 85.0)",female,876
1858,"[1.05, 1.55)",left,2013,"[85.0, inf)",male,177
1859,"[1.05, 1.55)",left,2013,"[85.0, inf)",female,96
1860,"[1.05, 1.55)",left,2012,"[0.0, 20.0)",male,4607
1861,"[1.05, 1.55)",left,2012,"[0.0, 20.0)",female,4721
1862,"[1.05, 1.55)",left,2012,"[20.0, 25.0)",male,64107
1863,"[1.05, 1.55)",left,2012,"[20.0, 25.0)",female,59167
1864,"[1.05, 1.55)",left,2012,"[25.0, 30.0)",male,243463
1865,"[1.05, 1.55)",left,2012,"[25.0, 30.0)",female,147637
1866,"[1.05, 1.55)",left,2012,"[30.0, 35.0)",male,414235
1867,"[1.05, 1.55)",left,2012,"[30.0, 35.0)",female,158136
1868,"[1.05, 1.55)",left,2012,"[35.0, 40.0)",male,412319
1869,"[1.05, 1.55)",left,2012,"[35.0, 40.0)",female,143769
1870,"[1.05, 1.55)",left,2012,"[40.0, 45.0)",male,348589
1871,"[1.05, 1.55)",left,2012,"[40.0, 45.0)",female,210818
1872,"[1.05, 1.55)",left,2012,"[45.0, 50.0)",male,304380
1873,"[1.05, 1.55)",left,2012,"[45.0, 50.0)",female,180794
1874,"[1.05, 1.55)",left,2012,"[50.0, 55.0)",male,299645
1875,"[1.05, 1.55)",left,2012,"[50.0, 55.0)",female,196321
1876,"[1.05, 1.55)",left,2012,"[55.0, 60.0)",male,162733
1877,"[1.05, 1.55)",left,2012,"[55.0, 60.0)",female,86630
1878,"[1.05, 1.55)",left,2012,"[60.0, 65.0)",male,88219
1879,"[1.05, 1.55)",left,2012,"[60.0, 65.0)",female,48635
1880,"[1.05, 1.55)",left,2012,"[65.0, 70.0)",male,17736
1881,"[1.05, 1.55)",left,2012,"[65.0, 70.0)",female,6336
1882,"[1.05, 1.55)",left,2012,"[70.0, 75.0)",male,18658
1883,"[1.05, 1.55)",left,2012,"[70.0, 75.0)",female,8312
1884,"[1.05, 1.55)",left,2012,"[75.0, 80.0)",male,3826
1885,"[1.05, 1.55)",left,2012,"[75.0, 80.0)",female,2030
1886,"[1.05, 1.55)",left,2012,"[80.0, 85.0)",male,1177
1887,"[1.05, 1.55)",left,2012,"[80.0, 85.0)",female,762
1888,"[1.05, 1.55)",left,2012,"[85.0, inf)",male,139
1889,"[1.05, 1.55)",left,2012,"[85.0, inf)",female,83
1890,"[1.05, 1.55)",right,2011,"[0.0, 20.0)",male,3543
1891,"[1.05, 1.55)",right,2011,"[0.0, 20.0)",female,4674
1892,"[1.05, 1.55)",right,2011,"[20.0, 25.0)",male,57981
1893,"[1.05, 1.55)",right,2011,"[20.0, 25.0)",female,60467
1894,"[1.05, 1.55)",right,2011,"[25.0, 30.0)",male,263251
1895,"[1.05, 1.55)",right,2011,"[25.0, 30.0)",female,154537
1896,"[1.05, 1.55)",right,2011,"[30.0, 35.0)",male,415653
1897,"[1.05, 1.55)",right,2011,"[30.0, 35.0)",female,136575
1898,"[1.05, 1.55)",right,2011,"[35.0, 40.0)",male,420716
1899,"[1.05, 1.55)",right,2011,"[35.0, 40.0)",female,122536
1900,"[1.05, 1.55)",right,2011,"[40.0, 45.0)",male,335277
1901,"[1.05, 1.55)",right,2011,"[40.0, 45.0)",female,205114
1902,"[1.05, 1.55)",right,2011,"[45.0, 50.0)",male,296390
1903,"[1.05, 1.55)",right,2011,"[45.0, 50.0)",female,173663
1904,"[1.05, 1.55)",right,2011,"[50.0, 55.0)",male,271111
1905,"[1.05, 1.55)",right,2011,"[50.0, 55.0)",female,182837
1906,"[1.05, 1.55)",right,2011,"[55.0, 60.0)",male,138575
1907,"[1.05, 1.55)",right,2011,"[55.0, 60.0)",female,77136
1908,"[1.05, 1.55)",right,2011,"[60.0, 65.0)",male,77783
1909,"[1.05, 1.55)",right,2011,"[60.0, 65.0)",female,40143
1910,"[1.05, 1.55)",right,2011,"[65.0, 70.0)",male,17965
1911,"[1.05, 1.55)",right,2011,"[65.0, 70.0)",female,5915
1912,"[1.05, 1.55)",right,2011,"[70.0, 75.0)",male,16516
1913,"[1.05, 1.55)",right,2011,"[70.0, 75.0)",female,7304
1914,"[1.05, 1.55)",right,2011,"[75.0, 80.0)",male,3472
1915,"[1.05, 1.55)",right,2011,"[75.0, 80.0)",female,1952
1916,"[1.05, 1.55)",right,2011,"[80.0, 85.0)",male,1070
1917,"[1.05, 1.55)",right,2011,"[80.0, 85.0)",female,729
1918,"[1.05, 1.55)",right,2011,"[85.0, inf)",male,129
1919,"[1.05, 1.55)",right,2011,"[85.0, inf)",female,69
1920,"[1.05, 1.55)",right,2017,"[0.0, 20.0)",male,6087
